SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING,Security ID,LTP
PREMEXPLN,Premier Explosives Limited,EQ,17-Jun-16,17397,510.1
PREMIERENE,Premier Energies Limited,EQ,03-Sep-24,25049,869.55
PREMIERPOL,Premier Polyfilm Limited,EQ,13-Dec-95,3908,42.62
PRESTIGE,Prestige Estates Projects Limited,EQ,27-Oct-10,20302,1632.9
PRICOLLTD,Pricol Limited,EQ,10-Feb-17,19631,626.1
PRIMESECU,Prime Securities Limited,EQ,17-Jun-05,11864,281.4
PRIMO,Primo Chemicals Limited,EQ,22-Apr-25,756925,23.03
PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,30-Dec-19,16045,251.2
PRITI,Priti International Limited,EQ,02-Mar-22,8304,58.41
PRITIKAUTO,Pritika Auto Industries Limited,EQ,10-Aug-21,5292,13.63
PRIVISCL,Privi Speciality Chemicals Limited,EQ,08-May-15,8825,3120.8
PROSTARM,Prostarm Info Systems Limited,EQ,03-Jun-25,758173,181.77
PROTEAN,Protean eGov Technologies Limited,EQ,06-Feb-25,29472,772.3
PRSMJOHNSN,Prism Johnson Limited,EQ,20-Aug-03,2739,129.21
PRUDENT,Prudent Corporate Advisory Services Limited,EQ,20-May-22,9553,2672.2
PRUDMOULI,Prudential Sugar Corporation Limited,EQ,10-May-95,20527,24.47
PSB,Punjab & Sind Bank,EQ,30-Dec-10,21001,27.59
PSPPROJECT,PSP Projects Limited,EQ,29-May-17,20877,865.05
PTC,PTC India Limited,EQ,07-Apr-04,11355,153.55
PTCIL,PTC Industries Limited,EQ,09-Jun-23,16682,18908
PTL,PTL Enterprises Limited,EQ,29-Jan-07,14101,39.08
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,08-Mar-07,4344,1268.7
PURVA,Puravankara Limited,EQ,30-Aug-07,14922,238.36
PVRINOX,PVR INOX Limited,EQ,04-Jan-06,13147,1081.9
PVSL,Popular Vehicles and Services Limited,EQ,19-Mar-24,23142,124.06
PWL,Physicswallah Limited,EQ,18-Nov-25,759723,137.89
PYRAMID,Pyramid Technoplast Limited,EQ,29-Aug-23,18250,169.81
QPOWER,Quality Power Electrical Equipments Limited,EQ,24-Feb-25,29711,709.15
QUADFUTURE,Quadrant Future Tek Limited,EQ,14-Jan-25,29087,264.3
QUESS,Quess Corp Limited,EQ,12-Jul-16,17704,207.89
QUICKHEAL,Quick Heal Technologies Limited,EQ,18-Feb-16,13116,282.45
RACE,Race Eco Chain Limited,EQ,09-May-23,15391,147.08
RACLGEAR,RACL Geartech Limited,EQ,27-Nov-24,27171,1029.1
RADAAN,Radaan Mediaworks India Limited,EQ,27-Feb-03,10932,3.25
RADHIKAJWE,Radhika Jeweltech Limited,EQ,18-Jul-22,10343,74.99
RADIANTCMS,Radiant Cash Management Services Limited,EQ,04-Jan-23,13580,52.96
RADICO,Radico Khaitan Limited,EQ,18-Jun-03,10990,3209.2
RADIOCITY,Music Broadcast Limited,EQ,17-Mar-17,15082,116.55
RAILTEL,Railtel Corporation Of India Limited,EQ,26-Feb-21,2431,323.9
RAIN,Rain Industries Limited,EQ,03-Mar-08,15337,104.15
RAINBOW,Rainbow Childrens Medicare Limited,EQ,10-May-22,9408,1351.8
RAJESHEXPO,Rajesh Exports Limited,EQ,09-Feb-00,7401,188.42
RAJMET,Rajnandini Metal Limited,EQ,16-Feb-21,2168,4.02
RAJOOENG,Rajoo Engineers Limited,EQ,29-May-25,757049,66
RAJRATAN,Rajratan Global Wire Limited,EQ,22-May-20,18962,441.9
RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,29-Mar-95,2809,32
RAJTV,Raj Television Network Limited,EQ,16-Mar-07,14403,41.81
RALLIS,Rallis India Limited,EQ,01-Apr-99,2816,257.1
RAMANEWS,Shree Rama Newsprint Limited,EQ,20-Sep-06,13565,30.28
RAMAPHO,Rama Phosphates Limited,EQ,05-Aug-22,10568,158
RAMASTEEL,Rama Steel Tubes Limited,EQ,19-Aug-15,10300,10.05
RAMCOCEM,The Ramco Cements Limited,EQ,09-Apr-97,2043,999.5
RAMCOIND,Ramco Industries Limited,EQ,06-Nov-96,4587,304
RAMCOSYS,Ramco Systems Limited,EQ,12-Apr-00,7851,612.1
RAMKY,Ramky Infrastructure Limited,EQ,08-Oct-10,20134,548.35
RAMRAT,Ram Ratna Wires Limited,EQ,29-Jul-22,10485,615.7
RANASUG,Rana Sugars Limited,EQ,24-Feb-05,2837,12.73
RANEHOLDIN,Rane Holdings Limited,EQ,24-Sep-97,2844,1282.5
RATEGAIN,Rategain Travel Technologies Limited,EQ,17-Dec-21,7177,667.6
RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,09-May-06,13451,2413.4
RATNAVEER,Ratnaveer Precision Engineering Limited,EQ,11-Sep-23,18423,160.89
RAYMOND,Raymond Limited,EQ,18-Oct-95,2859,451.8
RAYMONDLSL,Raymond Lifestyle Limited,EQ,05-Sep-24,25073,1149.7
RAYMONDREL,Raymond Realty Limited,EQ,01-Jul-25,758551,482.45
RBA,Restaurant Brands Asia Limited,EQ,14-Dec-20,1494,63.67
RBLBANK,RBL Bank Limited,EQ,31-Aug-16,18391,304.1
RBZJEWEL,RBZ Jewellers Limited,EQ,27-Dec-23,20874,139.96
RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,07-Jan-98,2866,139.17
RECLTD,REC Limited,EQ,12-Mar-08,15355,342.85
REDINGTON,Redington Limited,EQ,15-Feb-07,14255,275.3
REDTAPE,Redtape Limited,EQ,11-Aug-23,17859,127.53
REFEX,Refex Industries Limited,EQ,03-Dec-09,17764,327.15
REGAAL,Regaal Resources Limited,EQ,20-Aug-25,758680,71.63
REGENCERAM,Regency Ceramics Limited,EQ,05-Jun-96,4130,47.4
RELAXO,Relaxo Footwears Limited,EQ,17-Jun-11,24225,420.9
RELCHEMQ,Reliance Chemotex Industries Limited,EQ,25-May-22,9652,140.5
RELIANCE,Reliance Industries Limited,EQ,29-Nov-95,2885,1529.4
RELIGARE,Religare Enterprises Limited,EQ,21-Nov-07,15068,231.46
RELTD,Ravindra Energy Limited,EQ,30-Jul-24,24596,155.61
REMSONSIND,Remsons Industries Limited,EQ,31-Jan-96,3965,120.43
RENUKA,Shree Renuka Sugars Limited,EQ,31-Oct-05,12026,26.01
REPCOHOME,Repco Home Finance Limited,EQ,01-Apr-13,29598,396.9
REPL,Rudrabhishek Enterprises Limited,EQ,14-Dec-20,1480,123.28
REPRO,Repro India Limited,EQ,22-Dec-05,13126,462.9
RESPONIND,Responsive Industries Limited,EQ,29-Oct-10,20323,193.7
RETAIL,JHS Svendgaard Retail Ventures Limited,EQ,26-Jun-24,24145,26
RGL,Renaissance Global Limited,EQ,12-Dec-07,15129,129.16
RHETAN,Rhetan TMT Limited,EQ,26-Sep-25,759062,23.99
RHIM,RHI MAGNESITA INDIA LIMITED,EQ,12-Mar-12,31163,448
RHL,Robust Hotels Limited,EQ,25-Apr-23,15157,205.87
RICOAUTO,Rico Auto Industries Limited,EQ,12-May-03,2909,103.67
RIIL,Reliance Industrial Infrastructure Limited,EQ,29-Nov-95,2912,817.4
RISHABH,Rishabh Instruments Limited,EQ,11-Sep-23,18417,405.65
RITCO,Ritco Logistics Limited,EQ,12-Apr-22,8944,282.75
RITES,RITES Limited,EQ,02-Jul-18,3761,228.22
RKDL,Ravi Kumar Distilleries Limited,EQ,27-Dec-10,20950,24.52
RKEC,RKEC Projects Limited,EQ,18-Dec-20,1547,53.24
RKFORGE,Ramkrishna Forgings Limited,EQ,05-May-04,11411,525.45
RKSWAMY,R K Swamy Limited,EQ,12-Mar-24,23043,113.91
RMDRIP,R M Drip and Sprinklers Systems Limited,EQ,30-Jul-25,757834,79.98
RML,Rane (Madras) Limited,EQ,30-Aug-05,11975,730.4
RNBDENIMS,R&B Denims Limited,EQ,04-Sep-25,758981,122.88
ROHLTD,Royal Orchid Hotels Limited,EQ,06-Feb-06,13182,388
ROLEXRINGS,Rolex Rings Limited,EQ,09-Aug-21,5279,123.73
ROLLT,Rollatainers Limited,EQ,22-Nov-16,19104,1.26
ROML,Raj Oil Mills Limited,EQ,06-Oct-20,359,50.14
ROSSARI,Rossari Biotech Limited,EQ,23-Jul-20,19410,581.7
ROSSELLIND,Rossell India Limited,EQ,25-Sep-12,28913,54.95
ROSSTECH,Rossell Techsys Limited,EQ,09-Dec-24,27353,689.15
ROTO,Roto Pumps Limited,EQ,21-Apr-22,9049,59.47
ROUTE,ROUTE MOBILE LIMITED,EQ,21-Sep-20,128,691.6
RPEL,Raghav Productivity Enhancers Limited,EQ,08-Aug-24,24735,944.5
RPGLIFE,RPG Life Sciences Limited,EQ,10-Jun-08,16725,2298.3
RPOWER,Reliance Power Limited,EQ,11-Feb-08,15259,35.62
RPPINFRA,R.P.P. Infra Projects Limited,EQ,06-Dec-10,20760,105.06
RPPL,Rajshree Polypack Limited,EQ,26-Nov-21,6913,17.13
RPSGVENT,RPSG VENTURES LIMITED,EQ,25-Jan-19,8119,758.9
RPTECH,Rashi Peripherals Limited,EQ,14-Feb-24,22670,327
RRKABEL,R R Kabel Limited,EQ,20-Sep-23,18566,1384.9
RSSOFTWARE,R. S. Software (India) Limited,EQ,19-May-99,6429,49.53
RSWM,RSWM Limited,EQ,15-Feb-95,2794,151.2
RSYSTEMS,R Systems International Limited,EQ,26-Apr-06,13414,408.75
RTNINDIA,RattanIndia Enterprises Limited,EQ,30-Jul-12,27297,40.35
RTNPOWER,RattanIndia Power Limited,EQ,30-Oct-09,17520,9.57
RUBFILA,Rubfila International Limited,EQ,08-Aug-24,24730,73.15
RUBICON,Rubicon Research Limited,EQ,16-Oct-25,759316,635.3
RUBYMILLS,The Ruby Mills Limited,EQ,29-Mar-95,2939,208.99
RUCHINFRA,Ruchi Infrastructure Limited,EQ,16-Oct-96,4566,6.61
RUCHIRA,Ruchira Papers Limited,EQ,20-Dec-06,13821,118.67
RUPA,Rupa & Company Limited,EQ,07-Dec-11,25724,162.41
RUSHIL,Rushil Decor Limited,EQ,07-Jul-11,24595,22.81
RUSTOMJEE,Keystone Realtors Limited,EQ,24-Nov-22,12219,540.65
RVNL,Rail Vikas Nigam Limited,EQ,11-Apr-19,9552,312.7
RVTH,Revathi Equipment India Limited,EQ,11-Sep-24,25157,725.7
S&SPOWER,S&S Power Switchgears Limited,EQ,27-Sep-95,2951,213.81
SAATVIKGL,Saatvik Green Energy Limited,EQ,26-Sep-25,759057,371
SABTNL,Sri Adhikari Brothers Television Network Limited,EQ,01-Apr-24,23365,1502.6
SADBHAV,Sadbhav Engineering Limited,EQ,01-Mar-06,13236,10.55
SADBHIN,Sadbhav Infrastructure Project Limited,EQ,16-Sep-15,10618,3.6
SADHNANIQ,Sadhana Nitrochem Limited,EQ,05-May-23,15343,6.08
SAFARI,Safari Industries (India) Limited,EQ,12-Sep-19,13035,2375.1
SAGARDEEP,Sagardeep Alloys Limited,EQ,25-Jan-19,8175,26.53
SAGCEM,Sagar Cements Limited,EQ,29-Jan-07,14068,210.22
SAGILITY,SAGILITY LIMITED,EQ,12-Nov-24,27052,49.38
SAHYADRI,Sahyadri Industries Limited,EQ,06-Apr-23,14900,243.7
SAIL,Steel Authority of India Limited,EQ,06-Jul-95,2963,129.15
SAILIFE,Sai Life Sciences Limited,EQ,18-Dec-24,27839,881.35
SAKAR,Sakar Healthcare Limited,EQ,11-Apr-19,9539,390.95
SAKHTISUG,Sakthi Sugars Limited,EQ,06-Sep-95,2969,18.96
SAKSOFT,Saksoft Limited,EQ,09-May-05,11794,191.26
SAKUMA,Sakuma Exports Limited,EQ,08-Mar-06,13251,2.22
SALASAR,Salasar Techno Engineering Limited,EQ,25-Jul-17,21362,9.06
SALONA,Salona Cotspin Limited,EQ,16-Jun-16,17351,270
SALZERELEC,Salzer Electronics Limited,EQ,02-Dec-15,11399,698.45
SAMBHV,Sambhv Steel Tubes Limited,EQ,02-Jul-25,757767,96.75
SAMHI,Samhi Hotels Limited,EQ,22-Sep-23,18614,177.69
SAMMAANCAP,Sammaan Capital Limited,EQ,23-Jul-13,30125,141.59
SAMPANN,Sampann Utpadan India Limited,EQ,27-Jul-12,27303,31.07
SANATHAN,Sanathan Textiles Limited,EQ,27-Dec-24,28805,448.55
SANDESH,The Sandesh Limited,EQ,26-Nov-02,2988,1072
SANDHAR,Sandhar Technologies Limited,EQ,02-Apr-18,2397,560.3
SANDUMA,Sandur Manganese & Iron Ores Limited,EQ,07-Sep-23,18359,196.26
SANGAMIND,Sangam (India) Limited,EQ,17-Jul-96,4184,423.3
SANGHIIND,Sanghi Industries Limited,EQ,10-May-95,2997,61.64
SANGHVIMOV,Sanghvi Movers Limited,EQ,24-Jan-07,14058,304.75
SANGINITA,Sanginita Chemicals Limited,EQ,15-Jul-19,11032,9.85
SANOFI,Sanofi India Limited,EQ,19-May-03,1442,4345.4
SANOFICONR,Sanofi Consumer Healthcare India Limited,EQ,13-Sep-24,25222,4623.2
SANSERA,Sansera Engineering Limited,EQ,24-Sep-21,5751,1681.5
SANSTAR,Sanstar Limited,EQ,26-Jul-24,24582,91.4
SAPPHIRE,Sapphire Foods India Limited,EQ,18-Nov-21,6718,236.67
SARDAEN,Sarda Energy & Minerals Limited,EQ,03-Dec-09,17758,480.9
SAREGAMA,Saregama India Limited,EQ,30-Jul-97,4892,361.45
SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-Jan-07,14043,87.2
SARVESHWAR,Sarveshwar Foods Limited,EQ,08-Dec-22,12913,4.15
SASKEN,Sasken Technologies Limited,EQ,09-Sep-05,11983,1208.7
SASTASUNDR,Sastasundar Ventures Limited,EQ,05-Oct-10,20063,306.2
SATIA,Satia Industries Limited,EQ,17-Jul-19,11045,67.83
SATIN,Satin Creditcare Network Limited,EQ,26-Aug-15,10453,137.25
SAURASHCEM,Saurashtra Cement Limited,EQ,27-Feb-24,3018,82.43
SBC,SBC Exports Limited,EQ,23-Nov-21,6792,27.42
SBCL,Shivalik Bimetal Controls Limited,EQ,24-Jun-21,4656,440
SBFC,SBFC Finance Limited,EQ,16-Aug-23,18026,105.02
SBGLP,Suratwwala Business Group Limited,EQ,10-Feb-23,14139,29.36
SBICARD,SBI Cards and Payment Services Limited,EQ,16-Mar-20,17971,865.35
SBILIFE,SBI Life Insurance Company Limited,EQ,03-Oct-17,21808,2006.2
SBIN,State Bank of India,EQ,01-Mar-95,3045,959.35
SCHAEFFLER,Schaeffler India Limited,EQ,29-Nov-00,1011,3863.6
SCHAND,S Chand And Company Limited,EQ,09-May-17,20698,158.99
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-Mar-12,31234,747.55
SCI,Shipping Corporation Of India Limited,EQ,13-Aug-97,3048,227.14
SCILAL,Shipping Corporation of India Land and Assets Limited,EQ,19-Mar-24,23127,46.76
SCODATUBES,Scoda Tubes Limited,EQ,04-Jun-25,757478,157.03
SCPL,Sheetal Cool Products Limited,EQ,22-Nov-22,12072,226.61
SDBL,Som Distilleries & Breweries Limited,EQ,18-Mar-14,1338,107.31
SEAMECLTD,Seamec Limited,EQ,28-Jun-95,2616,997.3
SECMARK,SecMark Consultancy Limited,EQ,16-Oct-23,19496,117.14
SELMC,SEL Manufacturing Company Limited,EQ,26-Oct-21,6262,30.21
SEMAC,Semac Construction Limited,EQ,11-Aug-05,11961,295.3
SENCO,Senco Gold Limited,EQ,14-Jul-23,17271,312.35
SENORES,Senores Pharmaceuticals Limited,EQ,30-Dec-24,28888,770.75
SEPC,SEPC Limited,EQ,20-Feb-08,15308,8.9
SEQUENT,Sequent Scientific Limited,EQ,10-Mar-16,14296,203.51
SERVOTECH,Servotech Renewable Power System Limited,EQ,02-Sep-21,5507,84.49
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,29-Mar-95,3066,229.58
SETCO,Setco Automotive Limited,EQ,01-Jul-16,17514,15.76
SFL,Sheela Foam Limited,EQ,09-Dec-16,19184,589.3
SGFIN,SG Finserve Limited,EQ,05-Aug-25,758853,383.4
SGIL,Synergy Green Industries Limited,EQ,28-Jul-21,5114,548.85
SGL,STL Global Limited,EQ,10-Apr-06,13367,12.94
SGLTL,Standard Glass Lining Technology Limited,EQ,13-Jan-25,29075,151.87
SGMART,SG Mart Limited,EQ,12-Sep-25,758889,333.1
SHAH,Shah Metacorp Limited,EQ,27-Oct-10,20296,4.17
SHAHALLOYS,Shah Alloys Limited,EQ,16-Jun-05,11856,67
SHAILY,Shaily Engineering Plastics Limited,EQ,04-Apr-22,8727,2524
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,29-Jan-15,25574,572.15
SHALBY,Shalby Limited,EQ,15-Dec-17,714,193.3
SHALPAINTS,Shalimar Paints Limited,EQ,03-Mar-08,15342,60.12
SHANKARA,Shankara Building Products Limited,EQ,05-Apr-17,20321,113.45
SHANTI,Shanti Overseas (India) Limited,EQ,16-Sep-21,5650,9.32
SHANTIGEAR,Shanthi Gears Limited,EQ,17-Jan-96,3078,470.45
SHANTIGOLD,Shanti Gold International Limited,EQ,01-Aug-25,758002,198.56
SHARDACROP,Sharda Cropchem Limited,EQ,23-Sep-14,4992,908.3
SHARDAMOTR,Sharda Motor Industries Limited,EQ,03-Sep-15,10530,964.85
SHAREINDIA,Share India Securities Limited,EQ,21-Sep-20,104,162.28
SHEKHAWATI,Shekhawati Industries Limited,EQ,12-Jan-11,21095,21.61
SHEMAROO,Shemaroo Entertainment Limited,EQ,01-Oct-14,5068,102.76
SHILCTECH,Shilchar Technologies Limited,EQ,24-Nov-25,759847,4008.5
SHILPAMED,Shilpa Medicare Limited,EQ,03-Dec-09,17752,333.75
SHIVALIK,Shivalik Rasayan Limited,EQ,09-Dec-21,7016,366.65
SHIVAMAUTO,Shivam Autotech Limited,EQ,21-Nov-06,13756,26.26
SHIVAMILLS,Shiva Mills Limited,EQ,26-Feb-18,1497,62.28
SHIVATEX,Shiva Texyarn Limited,EQ,26-Dec-17,804,175.92
SHIVAUM,Shiv Aum Steels Limited,EQ,14-Nov-25,759747,282
SHK,S H Kelkar and Company Limited,EQ,16-Nov-15,11212,166.16
SHOPERSTOP,Shoppers Stop Limited,EQ,23-May-05,11813,410.6
SHRADHA,Shradha Infraprojects Limited,EQ,22-Oct-20,708,42.88
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,28-Jan-20,3099,90.12
SHREECEM,SHREE CEMENT LIMITED,EQ,26-Apr-95,3103,26100
SHREEJISPG,Shreeji Shipping Global Limited,EQ,26-Aug-25,759448,334.05
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-Sep-15,10588,388.1
SHRENIK,Shrenik Limited,EQ,02-Aug-19,11149,0.52
SHREYANIND,Shreyans Industries Limited,EQ,06-Nov-96,3126,174.02
SHRINGARMS,Shringar House of Mangalsutra Limited,EQ,17-Sep-25,759093,207.9
SHRIPISTON,Shriram Pistons & Rings Limited,EQ,02-Jun-16,17186,3126.9
SHRIRAMFIN,Shriram Finance Limited,EQ,11-Dec-96,4306,846.7
SHRIRAMPPS,Shriram Properties Limited,EQ,20-Dec-21,7200,84.59
SHYAMCENT,Shyam Century Ferrous Limited,EQ,28-Jul-15,10188,6.13
SHYAMMETL,Shyam Metalics and Energy Limited,EQ,24-Jun-21,4693,816.45
SHYAMTEL,Shyam Telecom Limited,EQ,06-Nov-06,13740,12.5
SIEMENS,Siemens Limited,EQ,06-Sep-95,3150,3142.8
SIGACHI,Sigachi Industries Limited,EQ,15-Nov-21,6663,34.66
SIGIND,Signet Industries Limited,EQ,29-Aug-18,4522,49.96
SIGNATURE,Signatureglobal (India) Limited,EQ,27-Sep-23,18743,1118.4
SIGNPOST,Signpost India Limited,EQ,14-Feb-24,22656,212.55
SIL,Standard Industries Limited,EQ,27-Jan-04,11297,16.15
SILGO,Silgo Retail Limited,EQ,03-Mar-21,2492,71.9
SILINV,SIL Investments Limited,EQ,22-May-96,4105,521.85
SILVERTUC,Silver Touch Technologies Limited,EQ,12-May-22,9422,740.25
SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-Mar-04,3162,276.3
SINCLAIR,Sinclairs Hotels Limited,EQ,10-Apr-24,23480,84.63
SINDHUTRAD,Sindhu Trade Links Limited,EQ,20-Jun-23,16859,22.93
SINTERCOM,Sintercom India Limited,EQ,07-Oct-20,381,115.07
SIRCA,Sirca Paints India Limited,EQ,22-Jul-19,11050,469.9
SIS,SIS LIMITED,EQ,10-Aug-17,21501,328.05
SIYSIL,Siyaram Silk Mills Limited,EQ,29-Jan-07,14096,671.25
SJS,S.J.S. Enterprises Limited,EQ,15-Nov-21,6643,1702.1
SJVN,SJVN Limited,EQ,20-May-10,18883,73.8
SKFINDIA,SKF India Limited,EQ,27-Jan-99,3186,1810
SKIPPER,Skipper Limited,EQ,27-May-15,9428,438.3
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,14-Mar-97,4732,413.05
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,EQ,06-Jan-23,13631,327.05
SMARTLINK,Smartlink Holdings Limited,EQ,11-Apr-01,9889,131.75
SMARTWORKS,Smartworks Coworking Spaces Limited,EQ,17-Jul-25,757965,446.05
SMCGLOBAL,SMC Global Securities Limited,EQ,24-Feb-21,2320,74.25
SMLMAH,SML Mahindra Limited,EQ,29-Aug-03,3387,3639.7
SMLT,Sarthak Metals Limited,EQ,25-Nov-21,6843,89.08
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-Feb-07,14329,326.6
SNOWMAN,Snowman Logistics Limited,EQ,12-Sep-14,4843,41
SOBHA,Sobha Limited,EQ,20-Dec-06,13826,1426.5
SOFTTECH,Softtech Engineers Limited,EQ,25-Feb-22,8266,317.45
SOLARA,Solara Active Pharma Sciences Limited,EQ,27-Jun-18,3672,606.15
SOLARINDS,Solar Industries India Limited,EQ,03-Apr-06,13332,12588
SOLARWORLD,Solarworld Energy Solutions Limited,EQ,30-Sep-25,759929,291.75
SOLEX,Solex Energy Limited,EQ,08-Oct-25,759397,1474.6
SOMANYCERA,Somany Ceramics Limited,EQ,22-Nov-95,3880,419.65
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,18-Jul-16,17794,129.76
SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-Jun-21,4684,479.15
SONAMLTD,SONAM LIMITED,EQ,07-Apr-22,8806,43.28
SONATSOFTW,Sonata Software Limited,EQ,28-Jul-99,6596,348.85
SOTL,Savita Oil Technologies Limited,EQ,28-Jun-95,3021,367.5
SOUTHBANK,The South Indian Bank Limited,EQ,08-Dec-98,5948,39.78
SPAL,S. P. Apparels Limited,EQ,12-Aug-16,18252,710.65
SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-Aug-19,11435,257.15
SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-Jul-07,14788,142.19
SPECIALITY,Speciality Restaurants Limited,EQ,30-May-12,27107,116.91
SPECTRUM,Spectrum Electrical Industries Limited,EQ,28-Mar-25,30455,1145.6
SPENCERS,Spencer's Retail Limited,EQ,25-Jan-19,8163,41.13
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-Jan-96,3252,80.4
SPLIL,SPL Industries Limited,EQ,26-Jul-05,11935,37.1
SPLPETRO,Supreme Petrochem Limited,EQ,24-May-22,9617,674.15
SPMLINFRA,SPML Infra Limited,EQ,14-Feb-96,3321,181.12
SPORTKING,Sportking India Limited,EQ,24-Aug-22,10733,87.11
SRD,Shankar Lal Rampal Dye-Chem Limited,EQ,09-Oct-24,25737,68.39
SREEL,Sreeleathers Limited,EQ,01-Jan-14,31837,225.42
SRF,SRF Limited,EQ,18-Aug-03,3273,2894.8
SRGHFL,SRG Housing Finance Limited,EQ,21-Aug-23,18119,263.15
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-May-07,14582,488.65
SRM,SRM Contractors Limited,EQ,03-Apr-24,23402,532.25
SSDL,Saraswati Saree Depot Limited,EQ,20-Aug-24,24856,78.73
SSWL,Steel Strips Wheels Limited,EQ,06-Jun-05,11829,184.66
STANLEY,Stanley Lifestyles Limited,EQ,28-Jun-24,24226,226.64
STAR,Strides Pharma Science Limited,EQ,02-Feb-00,7374,891.25
STARCEMENT,Star Cement Limited,EQ,16-Jun-17,21091,220.47
STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,10-Dec-21,7083,470.4
STARPAPER,Star Paper Mills Limited,EQ,13-Sep-95,3291,161.93
STARTECK,Starteck Finance Limited,EQ,04-May-22,9305,290.55
STCINDIA,The State Trading Corporation of India Limited,EQ,01-Apr-03,10948,109.68
STEELCAS,Steelcast Limited,EQ,23-Nov-21,6803,216.04
STEELCITY,Steel City Securities Limited,EQ,27-Jun-19,10406,99.35
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-Jul-17,21339,8.35
STEL,Stel Holdings Limited,EQ,09-Feb-11,21484,549.9
STERTOOLS,Sterling Tools Limited,EQ,02-Feb-06,4299,272
STLNETWORK,STL Networks Limited,EQ,04-Sep-25,758958,21.49
STLTECH,Sterlite Technologies Limited,EQ,08-Dec-00,9309,97.34
STOVEKRAFT,Stove Kraft Limited,EQ,05-Feb-21,2107,588.75
STUDDS,Studds Accessories Limited,EQ,07-Nov-25,759587,518.35
STYL,Seshaasai Technologies Limited,EQ,30-Sep-25,759934,296.75
STYLAMIND,Stylam Industries Limited,EQ,02-Aug-21,5186,2141.2
STYLEBAAZA,Baazar Style Retail Limited,EQ,06-Sep-24,25114,284.65
STYRENIX,Styrenix Performance Materials Limited,EQ,29-Mar-95,19,2084.4
SUBEXLTD,Subex Limited,EQ,05-Nov-20,967,11.8
SUBROS,Subros Limited,EQ,13-Jul-05,3324,851.8
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-May-95,3327,979.2
SUDEEPPHRM,Sudeep Pharma Limited,EQ,28-Nov-25,760039,670.1
SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ,07-Nov-22,11804,150.77
SULA,Sula Vineyards Limited,EQ,22-Dec-22,13218,218.33
SUMICHEM,Sumitomo Chemical India Limited,EQ,27-Jan-20,17105,454.5
SUMIT,Sumit Woods Limited,EQ,30-Jul-19,11140,70.7
SUMMITSEC,Summit Securities Limited,EQ,28-Jan-11,21275,1941.4
SUNCLAY,Sundaram Clayton Limited,EQ,29-Dec-23,20956,1226.1
SUNDARAM,Sundaram Multi Pap Limited,EQ,02-Jun-10,18931,1.76
SUNDARMFIN,Sundaram Finance Limited,EQ,07-Jan-98,3339,4722.8
SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,17-Jul-96,4179,672.3
SUNDRMFAST,Sundram Fasteners Limited,EQ,07-Jun-00,3345,939.65
SUNDROP,Sundrop Brands Limited,EQ,06-Dec-02,1663,734
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-Sep-05,3348,256.15
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-Feb-95,3351,1776
SUNTECK,Sunteck Realty Limited,EQ,13-Nov-09,17641,404.35
SUNTV,Sun TV Network Limited,EQ,24-Apr-06,13404,557.25
SUPERHOUSE,Superhouse Limited,EQ,26-Sep-14,20616,149.49
SUPERSPIN,Super Spinning Mills Limited,EQ,08-Jul-04,3357,8.34
SUPRAJIT,Suprajit Engineering Limited,EQ,18-Feb-05,11689,459.1
SUPREME,Supreme Holdings & Hospitality (India) Limited,EQ,03-Feb-25,29439,81.91
SUPREMEIND,Supreme Industries Limited,EQ,19-Jul-95,3363,3329.6
SUPRIYA,Supriya Lifescience Limited,EQ,28-Dec-21,7390,739.95
SURAJEST,Suraj Estate Developers Limited,EQ,26-Dec-23,20822,266.1
SURAJLTD,Suraj Limited,EQ,29-Aug-24,24966,266.9
