SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING,Security ID,LTP
GULFPETRO,GP Petroleums Limited,EQ,24-Sep-04,11581,35.61
GULPOLY,Gulshan Polyols Limited,EQ,28-Jan-15,6286,138.67
GVPIL,GE Power India Limited,EQ,19-Apr-00,7862,322.1
GVPTECH,GVP Infotech Limited,EQ,06-Sep-22,10865,8.98
GVT&D,GE Vernova T&D India Limited,EQ,30-Jun-08,16783,2912.5
HAL,Hindustan Aeronautics Limited,EQ,28-Mar-18,2303,4303
HAPPSTMNDS,Happiest Minds Technologies Limited,EQ,17-Sep-20,48,492.65
HAPPYFORGE,Happy Forgings Limited,EQ,27-Dec-23,20854,1034
HARDWYN,Hardwyn India Limited,EQ,12-Apr-22,8962,17.02
HARIOMPIPE,Hariom Pipe Industries Limited,EQ,13-Apr-22,8968,359.9
HARRMALAYA,Harrisons  Malayalam Limited,EQ,08-Feb-95,1313,162.22
HARSHA,Harsha Engineers International Limited,EQ,26-Sep-22,11162,370.4
HATHWAY,Hathway Cable & Datacom Limited,EQ,25-Feb-10,18154,12.52
HATSUN,Hatsun Agro Product Limited,EQ,20-Jun-14,3892,1030.2
HAVELLS,Havells India Limited,EQ,21-Mar-01,9819,1419.8
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,EQ,16-Feb-00,7457,1.75
HBLENGINE,HBL Engineering Limited,EQ,04-Jan-07,13966,811.95
HCC,Hindustan Construction Company Limited,EQ,01-Apr-03,1375,18.58
HCG,Healthcare Global Enterprises Limited,EQ,30-Mar-16,15555,698.4
HCL-INSYS,HCL Infosystems Limited,EQ,01-Jan-97,1327,13.66
HCLTECH,HCL Technologies Limited,EQ,06-Jan-00,7229,1657.6
HDBFS,HDB Financial Services Limited,EQ,02-Jul-25,757772,740.7
HDFCAMC,HDFC Asset Management Company Limited,EQ,06-Aug-18,4244,2558.9
HDFCBANK,HDFC Bank Limited,EQ,08-Nov-95,1333,997.1
HDFCLIFE,HDFC Life Insurance Company Limited,EQ,17-Nov-17,467,762.9
HEADSUP,Heads UP Ventures Limited,EQ,14-Dec-16,19205,9.48
HECPROJECT,HEC Infra Projects Limited,EQ,30-Dec-21,7425,127.48
HEG,HEG Limited,EQ,10-May-95,1336,536.75
HEIDELBERG,HeidelbergCement India Limited,EQ,15-Mar-95,2316,172.59
HEMIPROP,Hemisphere Properties India Limited,EQ,22-Oct-20,701,130.05
HERANBA,Heranba Industries Limited,EQ,05-Mar-21,2614,238.4
HERCULES,HERCULES INVESTMENTS LIMITED,EQ,19-Feb-08,15288,157.62
HERITGFOOD,Heritage Foods Limited,EQ,27-Nov-96,4598,465.45
HEROMOTOCO,Hero MotoCorp Limited,EQ,11-Apr-03,1348,6001
HESTERBIO,Hester Biosciences Limited,EQ,13-Mar-15,7048,1603.5
HEUBACHIND,Heubach Colorants India Limited,EQ,14-Jun-95,715,438.7
HEXATRADEX,Hexa Tradex Limited,EQ,20-Apr-12,27008,164.85
HEXT,Hexaware Technologies Limited,EQ,19-Feb-25,29666,760.45
HFCL,HFCL Limited,EQ,09-Mar-11,21951,67.21
HGINFRA,H.G. Infra Engineering Limited,EQ,09-Mar-18,1672,763.55
HGM,HandsOn Global Management (HGM) Limited,EQ,27-Sep-06,13592,64.93
HGS,Hinduja Global Solutions Limited,EQ,19-Jun-07,14712,445.6
HIKAL,Hikal Limited,EQ,14-Feb-01,9668,233.25
HILINFRA,Highway Infrastructure Limited,EQ,12-Aug-25,759103,62.14
HILTON,Hilton Metal Forging Limited,EQ,24-May-07,14627,40.17
HIMATSEIDE,Himatsingka Seide Limited,EQ,08-Feb-95,1360,114.35
HINDALCO,Hindalco Industries Limited,EQ,08-Jan-97,1363,812.9
HINDCOMPOS,Hindustan Composites Limited,EQ,08-May-96,1372,412.5
HINDCON,Hindcon Chemicals Limited,EQ,05-Jul-21,4920,27.84
HINDCOPPER,Hindustan Copper Limited,EQ,15-Sep-10,17939,362.85
HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ,23-Sep-03,1403,153.66
HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,17-Jun-98,1406,448.75
HINDUNILVR,Hindustan Unilever Limited,EQ,06-Jul-95,1394,2306.5
HINDWAREAP,Hindware Home Innovation Limited,EQ,26-Dec-19,15883,286.25
HINDZINC,Hindustan Zinc Limited,EQ,21-Nov-06,1424,491.45
HIRECT,Hind Rectifiers Limited,EQ,26-Dec-06,13890,1488.6
HISARMETAL,Hisar Metal Industries Limited,EQ,05-Jan-17,19322,168.99
HITECH,Hi-Tech Pipes Limited,EQ,07-May-18,2868,94.21
HITECHCORP,Hitech Corporation Limited,EQ,20-Dec-07,15161,170.22
HLEGLAS,HLE Glascoat Limited,EQ,09-Feb-23,2289,455.8
HLVLTD,HLV LIMITED,EQ,19-Jul-95,1448,8.94
HMAAGRO,HMA Agro Industries Limited,EQ,04-Jul-23,17053,29.48
HMVL,Hindustan Media Ventures Limited,EQ,21-Jul-10,19211,66.21
HNDFDS,Hindustan Foods Limited,EQ,06-Jun-23,12173,520.85
HOMEFIRST,Home First Finance Company India Limited,EQ,03-Feb-21,2056,1161.5
HONASA,Honasa Consumer Limited,EQ,07-Nov-23,19813,260.6
HONAUT,Honeywell Automation India Limited,EQ,18-Jul-03,3417,34190
HONDAPOWER,Honda India Power Products Limited,EQ,01-Apr-03,3138,2319.6
HPAL,HP Adhesives Limited,EQ,27-Dec-21,7376,42.28
HPIL,Hindprakash Industries Limited,EQ,07-Nov-22,11796,125.36
HPL,HPL Electric & Power Limited,EQ,04-Oct-16,18679,386.05
HSCL,Himadri Speciality Chemical Limited,EQ,02-Mar-07,14334,457.1
HTMEDIA,HT Media Limited,EQ,01-Sep-05,11979,23
HUBTOWN,Hubtown Limited,EQ,07-Feb-07,14203,281.25
HUDCO,Housing & Urban Development Corporation Limited,EQ,19-May-17,20825,213.48
HUHTAMAKI,Huhtamaki India Limited,EQ,01-Oct-04,2562,213.07
HYUNDAI,Hyundai Motor India Limited,EQ,22-Oct-24,25844,2282
IBULLSLTD,Indiabulls Limited,EQ,18-Aug-11,24999,18.25
ICDSLTD,ICDS Limited,EQ,17-Nov-99,6977,45.47
ICEMAKE,Ice Make Refrigeration Limited,EQ,12-Oct-20,489,710.9
ICICIBANK,ICICI Bank Limited,EQ,17-Sep-97,4963,1375.2
ICICIGI,ICICI Lombard General Insurance Company Limited,EQ,27-Sep-17,21770,1945.3
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,EQ,29-Sep-16,18652,623.6
ICIL,Indo Count Industries Limited,EQ,12-Sep-05,11987,289.65
ICRA,ICRA Limited,EQ,13-Apr-07,14523,5928
IDBI,IDBI Bank Limited,EQ,20-Sep-95,1476,95.37
IDEA,Vodafone Idea Limited,EQ,09-Mar-07,14366,10.74
IDEAFORGE,Ideaforge Technology Limited,EQ,07-Jul-23,17140,435
IDFCFIRSTB,IDFC First Bank Limited,EQ,06-Nov-15,11184,80.91
IEX,Indian Energy Exchange Limited,EQ,23-Oct-17,220,141.19
IFBAGRO,IFB Agro Industries Limited,EQ,03-Apr-96,1482,1284.9
IFBIND,IFB Industries Limited,EQ,29-Mar-95,1485,1543.9
IFCI,IFCI Limited,EQ,26-Apr-95,1491,48.38
IFGLEXPOR,IFGL Refractories Limited,EQ,14-Nov-17,436,202.87
IGARASHI,Igarashi Motors India Limited,EQ,09-Oct-03,634,432.75
IGCL,Indogulf Cropsciences Limited,EQ,03-Jul-25,757801,82.33
IGIL,International Gemmological Institute (India) Limited,EQ,20-Dec-24,28378,325.05
IGL,Indraprastha Gas Limited,EQ,26-Dec-03,11262,183.64
IGPL,IG Petrochemicals Limited,EQ,29-Jan-07,14086,389.4
IIFL,IIFL Finance Limited,EQ,17-May-05,11809,567.25
IIFLCAPS,IIFL Capital Services Limited,EQ,20-Sep-19,13072,322.65
IITL,Industrial Investment Trust Limited,EQ,17-Aug-10,19525,170.82
IKIO,IKIO Technologies Limited,EQ,16-Jun-23,16822,175.05
IKS,Inventurus Knowledge Solutions Limited,EQ,19-Dec-24,28125,1575.5
IMAGICAA,Imagicaaworld Entertainment Limited,EQ,06-Apr-15,7672,50.71
IMFA,Indian Metals & Ferro Alloys Limited,EQ,23-Jul-10,19235,1376.8
IMPAL,India Motor Parts and Accessories Limited,EQ,07-Oct-05,12009,1036.4
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,EQ,01-Jul-16,17507,39.49
INDBANK,Indbank Merchant Banking Services Limited,EQ,08-Oct-08,16933,35.05
INDGN,Indegene Limited,EQ,13-May-24,23693,528.75
INDHOTEL,The Indian Hotels Company Limited,EQ,03-Jul-96,1512,727.75
INDIACEM,The India Cements Limited,EQ,31-May-00,1515,408
INDIAGLYCO,India Glycols Limited,EQ,01-Jul-05,1521,1056.5
INDIAMART,Indiamart Intermesh Limited,EQ,04-Jul-19,10726,2257.8
INDIANB,Indian Bank,EQ,01-Mar-07,14309,793.9
INDIANCARD,Indian Card Clothing Company Limited,EQ,08-Jan-97,4422,242.25
INDIANHUME,Indian Hume Pipe Company Limited,EQ,30-Aug-95,1530,405.9
INDIASHLTR,India Shelter Finance Corporation Limited,EQ,20-Dec-23,20556,849.2
INDIGO,InterGlobe Aviation Limited,EQ,10-Nov-15,11195,4967.5
INDIGOPNTS,Indigo Paints Limited,EQ,02-Feb-21,2048,1200.9
INDIQUBE,Indiqube Spaces Limited,EQ,30-Jul-25,757845,193.63
INDNIPPON,India Nippon Electricals Limited,EQ,07-May-97,4747,800
INDOAMIN,Indo Amines Limited,EQ,29-Apr-22,9116,115.7
INDOBORAX,Indo Borax & Chemicals Limited,EQ,29-Mar-22,8614,260.73
INDOCO,Indoco Remedies Limited,EQ,14-Jan-05,11677,239.5
INDOFARM,Indo Farm Equipment Limited,EQ,07-Jan-25,29025,191.19
INDORAMA,Indo Rama Synthetics (India) Limited,EQ,20-Jun-03,10993,47.7
INDOSTAR,IndoStar Capital Finance Limited,EQ,21-May-18,3088,250.55
INDOTECH,Indo Tech Transformers Limited,EQ,16-Mar-06,13275,1604.4
INDOUS,Indo Us Biotech Limited,EQ,27-Sep-24,25503,128.14
INDOWIND,Indowind Energy Limited,EQ,14-Sep-07,14952,14.95
INDRAMEDCO,Indraprastha Medical Corporation Limited,EQ,17-Apr-97,4751,459.65
INDSWFTLAB,Ind-Swift Laboratories Limited,EQ,02-Jul-97,4870,90.53
INDTERRAIN,Indian Terrain Fashions Limited,EQ,11-Mar-11,21957,35.84
INDUSINDBK,IndusInd Bank Limited,EQ,28-Jan-98,5258,844.35
INDUSTOWER,Indus Towers Limited,EQ,28-Dec-12,29135,403.05
INFIBEAM,Infibeam Avenues Limited,EQ,04-Apr-16,16249,17.71
INFOBEAN,InfoBeans Technologies Limited,EQ,15-Jul-19,11027,633.35
INFOMEDIA,Infomedia Press Limited,EQ,12-Oct-06,13693,6.63
INFY,Infosys Limited,EQ,08-Feb-95,1594,1599
INGERRAND,Ingersoll Rand (India) Limited,EQ,15-Apr-99,1597,3587
INNOVACAP,Innova Captab Limited,EQ,29-Dec-23,21062,726.15
INNOVANA,Innovana Thinklabs Limited,EQ,17-Dec-24,27754,427.5
INOXGREEN,Inox Green Energy Services Limited,EQ,23-Nov-22,12188,198.53
INOXINDIA,INOX India Limited,EQ,21-Dec-23,20607,1154.6
INOXWIND,Inox Wind Limited,EQ,09-Apr-15,7852,124.32
INSECTICID,Insecticides (India) Limited,EQ,30-May-07,14657,712.65
INSPIRISYS,Inspirisys Solutions Limited,EQ,30-Oct-06,13730,91.57
INTELLECT,Intellect Design Arena Limited,EQ,18-Dec-14,5926,1039.3
INTERARCH,Interarch Building Solutions Limited,EQ,26-Aug-24,24909,2397.7
INTLCONV,International Conveyors Limited,EQ,16-Sep-21,5606,86.28
INVENTURE,Inventure Growth & Securities Limited,EQ,04-Aug-11,24870,1.18
IOB,Indian Overseas Bank,EQ,07-Dec-00,9348,36.81
IOC,Indian Oil Corporation Limited,EQ,24-Jul-96,1624,163.01
IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,08-Nov-10,20413,82.55
IONEXCHANG,ION Exchange (India) Limited,EQ,22-Feb-22,1630,361.35
IPCALAB,IPCA Laboratories Limited,EQ,08-Feb-95,1633,1451
IPL,India Pesticides Limited,EQ,05-Jul-21,4934,170.88
IRB,IRB Infrastructure Developers Limited,EQ,25-Feb-08,15313,41.4
IRCON,Ircon International Limited,EQ,28-Sep-18,4986,151.65
IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,14-Oct-19,13611,669.95
IREDA,Indian Renewable Energy Development Agency Limited,EQ,29-Nov-23,20261,134.46
IRFC,Indian Railway Finance Corporation Limited,EQ,29-Jan-21,2029,113.64
IRIS,Iris Business Services Limited,EQ,08-Nov-21,6489,304.4
IRISDOREME,Iris Clothings Limited,EQ,22-Feb-21,2275,33.17
IRMENERGY,IRM Energy Limited,EQ,26-Oct-23,19597,286.6
ISFT,Intrasoft Technologies Limited,EQ,12-Apr-10,18479,92.28
ISGEC,Isgec Heavy Engineering Limited,EQ,05-May-21,3329,841.7
ISHANCH,Ishan Dyes and Chemicals Limited,EQ,24-Mar-25,30249,64.69
ITC,ITC Limited,EQ,23-Aug-95,1660,401.05
ITCHOTELS,ITC Hotels Limited,EQ,29-Jan-25,29251,199.02
ITDC,India Tourism Development Corporation Limited,EQ,30-Dec-16,19299,553.2
ITI,ITI Limited,EQ,15-Sep-03,1675,304.8
IVALUE,Ivalue Infosolutions Limited,EQ,25-Sep-25,759041,289.75
IVC,IL&FS Investment Managers Limited,EQ,15-Sep-99,6711,8.07
IVP,IVP Limited,EQ,13-Sep-95,1681,147.4
IXIGO,Le Travenues Technology Limited,EQ,18-Jun-24,24067,263.8
IZMO,IZMO Limited,EQ,05-Feb-07,14174,875.4
J&KBANK,The Jammu & Kashmir Bank Limited,EQ,22-Jul-98,5633,101.85
JAGRAN,Jagran Prakashan Limited,EQ,22-Feb-06,13211,69.61
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,01-Mar-00,4410,204
JAIBALAJI,Jai Balaji Industries Limited,EQ,09-Dec-03,11256,63.4
JAICORPLTD,Jai Corp Limited,EQ,26-Nov-97,5143,128.92
JAINREC,Jain Resource Recycling Limited,EQ,01-Oct-25,759244,395.05
JAIPURKURT,Nandani Creation Limited,EQ,02-Sep-21,5516,30.42
JAMNAAUTO,Jamna Auto Industries Limited,EQ,10-Dec-10,20778,122.47
JARO,Jaro Institute of Technology Management and Research Limited,EQ,30-Sep-25,759951,555.1
JASH,Jash Engineering Limited,EQ,30-Oct-19,13982,435.75
JAYAGROGN,Jayant Agro Organics Limited,EQ,17-Apr-96,4041,203.14
JAYBARMARU,Jay Bharat Maruti Limited,EQ,03-Jan-96,1708,84.51
JAYKAY,Jaykay Enterprises Limited,EQ,03-Dec-25,760073,201.52
JAYNECOIND,Jayaswal Neco Industries Limited,EQ,10-May-95,2331,69.84
JAYSREETEA,Jayshree Tea & Industries Limited,EQ,15-Feb-95,1720,83.34
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,29-Apr-03,1726,1799
JBMA,JBM Auto Limited,EQ,17-Dec-04,11655,571.5
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,03-Jan-00,4491,1417.3
JGCHEM,J.G.Chemicals Limited,EQ,13-Mar-24,23056,364.15
JHS,JHS Svendgaard Laboratories Limited,EQ,21-Oct-06,13720,10.43
JINDALPHOT,Jindal Photo Limited,EQ,07-Apr-05,11743,1501.8
JINDALPOLY,Jindal Poly Films Limited,EQ,21-Jan-02,1756,483.35
JINDALSAW,Jindal Saw Limited,EQ,29-Apr-03,3024,158.44
JINDALSTEL,JINDAL STEEL LIMITED,EQ,29-Dec-99,6733,1002.8
JINDRILL,Jindal Drilling And Industries Limited,EQ,22-Dec-06,13875,509.1
JINDWORLD,Jindal Worldwide Limited,EQ,25-Nov-10,20642,30.39
JIOFIN,Jio Financial Services Limited,EQ,21-Aug-23,18143,293.2
JISLDVREQS,Jain Irrigation Systems Limited,EQ,30-Nov-11,25684,27.35
JISLJALEQS,Jain Irrigation Systems Limited,EQ,13-Aug-01,10397,40.86
JKCEMENT,JK Cement Limited,EQ,14-Mar-06,13270,5548
JKIL,J.Kumar Infraprojects Limited,EQ,12-Feb-08,15266,576.15
JKIPL,Jinkushal Industries Limited,EQ,03-Oct-25,759205,111.51
JKLAKSHMI,JK Lakshmi Cement Limited,EQ,19-Jun-06,13491,784.5
JKPAPER,JK Paper Limited,EQ,16-Jun-05,11860,368.75
JKTYRE,JK Tyre & Industries Limited,EQ,19-Mar-07,14435,445.75
JLHL,Jupiter Life Line Hospitals Limited,EQ,18-Sep-23,18553,1410.4
JMA,Jullundur Motor Agency (Delhi) Limited,EQ,16-Mar-15,7109,79.17
JMFINANCIL,JM Financial Limited,EQ,10-Oct-06,13637,139.93
JNKINDIA,JNK India Limited,EQ,30-Apr-24,23621,223.97
JOCIL,Jocil Limited,EQ,08-Oct-08,16927,149.33
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,EQ,11-Nov-13,31507,1066.2
JPPOWER,Jaiprakash Power Ventures Limited,EQ,18-Apr-05,11763,18.71
JSFB,Jana Small Finance Bank Limited,EQ,14-Feb-24,22663,441.5
JSL,Jindal Stainless Limited,EQ,17-Nov-03,11236,773.95
JSLL,Jeena Sikho Lifecare Limited,EQ,11-Aug-25,758115,682.65
JSWCEMENT,JSW Cement Limited,EQ,14-Aug-25,758460,112.29
JSWENERGY,JSW Energy Limited,EQ,04-Jan-10,17869,451.2
JSWHL,JSW Holdings Limited,EQ,21-Jun-05,11880,20270
JSWINFRA,JSW Infrastructure Limited,EQ,03-Oct-23,19020,266.4
JSWSTEEL,JSW Steel Limited,EQ,23-Mar-05,11723,1107.8
JTEKTINDIA,Jtekt India Limited,EQ,12-Jan-04,3237,145.99
JTLIND,JTL INDUSTRIES LIMITED,EQ,12-Jun-23,7287,61.52
JUBLCPL,Jubilant Agri and Consumer Products Limited,EQ,14-Feb-25,29590,2421.7
JUBLFOOD,Jubilant Foodworks Limited,EQ,08-Feb-10,18096,583.5
JUBLINGREA,Jubilant Ingrevia Limited,EQ,19-Mar-21,2783,680.85
JUBLPHARMA,Jubilant Pharmova Limited,EQ,16-Jun-03,3637,1061.3
JUNIPER,Juniper Hotels Limited,EQ,28-Feb-24,22824,228.11
JUSTDIAL,Just Dial Limited,EQ,05-Jun-13,29962,713.55
JWL,Jupiter Wagons Limited,EQ,18-Oct-10,20224,260.85
JYOTHYLAB,Jyothy Labs Limited,EQ,19-Dec-07,15146,285.95
JYOTICNC,Jyoti CNC Automation Limited,EQ,16-Jan-24,21334,930
JYOTISTRUC,Jyoti Structures Limited,EQ,19-Jul-95,1802,10.4
KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,06-Sep-95,1805,230.19
KAJARIACER,Kajaria Ceramics Limited,EQ,01-Jun-04,1808,1043.5
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,EQ,13-Dec-95,1811,131.92
KALAMANDIR,Sai Silks (Kalamandir) Limited,EQ,27-Sep-23,18755,152.16
KALPATARU,Kalpataru Limited,EQ,01-Jul-25,758558,340
KALYANIFRG,Kalyani Forge Limited,EQ,20-Dec-07,15156,638.85
KALYANKJIL,Kalyan Jewellers India Limited,EQ,26-Mar-21,2955,473.35
KAMATHOTEL,Kamat Hotels (I) Limited,EQ,29-May-96,1826,232.83
KAMDHENU,Kamdhenu Limited,EQ,09-May-06,13457,25.12
KAMOPAINTS,Kamdhenu Ventures Limited,EQ,24-Jan-23,13814,6.7
KANANIIND,Kanani Industries Limited,EQ,14-Dec-11,25786,1.65
KANORICHEM,Kanoria Chemicals & Industries Limited,EQ,08-Feb-95,1835,71.93
KANPRPLA,Kanpur Plastipack Limited,EQ,01-Jan-21,1782,199.85
KANSAINER,Kansai Nerolac Paints Limited,EQ,15-Sep-03,1196,221.91
KAPSTON,Kapston Services Limited,EQ,27-May-20,18967,300.65
KARMAENG,Karma Energy Limited,EQ,28-Jun-11,24385,52.07
KARURVYSYA,Karur Vysya Bank Limited,EQ,26-Jul-00,1838,243.01
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,14-Dec-07,15136,927.4
KAYA,Kaya Limited,EQ,14-Aug-15,10276,356.35
KAYNES,Kaynes Technology India Limited,EQ,22-Nov-22,12092,4331
KCP,KCP Limited,EQ,09-Apr-97,1841,178
KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,11-Jun-97,4809,26.14
KDDL,KDDL Limited,EQ,23-Mar-16,14908,2290.2
KEC,KEC International Limited,EQ,10-Mar-06,13260,684.35
KECL,Kirloskar Electric Company Limited,EQ,09-Mar-10,18220,100.46
KEEPLEARN,DSJ Keep Learning Limited,EQ,01-Mar-95,778,2.64
KEI,KEI Industries Limited,EQ,23-Mar-06,13310,4073
KELLTONTEC,Kellton Tech Solutions Limited,EQ,02-Mar-16,13430,18.46
KERNEX,Kernex Microsystems (India) Limited,EQ,20-Dec-05,13121,1038.7
KESORAMIND,Kesoram Industries Limited,EQ,06-Sep-95,1859,7.93
KEYFINSERV,Keynote Financial Services Limited,EQ,26-Jun-96,4157,307.45
KFINTECH,Kfin Technologies Limited,EQ,29-Dec-22,13359,1039.6
KHADIM,Khadim India Limited,EQ,14-Nov-17,425,185.29
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,EQ,30-Oct-20,896,82.57
KHAITANLTD,Khaitan (India) Limited,EQ,20-Dec-95,3912,101
KHANDSE,Khandwala Securities Limited,EQ,07-Feb-01,9641,21.98
KICL,Kalyani Investment Company Limited,EQ,14-Jan-11,21119,4923.5
KILITCH,Kilitch Drugs (India) Limited,EQ,29-Sep-10,19937,332.85
KIMS,Krishna Institute of Medical Sciences Limited,EQ,28-Jun-21,4847,677.2
KINGFA,Kingfa Science & Technology (India) Limited,EQ,15-Nov-16,18944,3776.4
KIOCL,KIOCL Limited,EQ,29-Nov-16,19126,333
KIRIINDUS,Kiri Industries Limited,EQ,22-Apr-08,16639,569.2
KIRLOSBROS,Kirloskar Brothers Limited,EQ,20-Apr-10,18581,1611.5
KIRLOSENG,Kirloskar Oil Engines Limited,EQ,24-Dec-10,20936,1123.4
KIRLOSIND,Kirloskar Industries Limited,EQ,24-Jun-10,19025,3279.5
KIRLPNU,Kirloskar Pneumatic Company Limited,EQ,26-Apr-23,15180,1047.8
KITEX,Kitex Garments Limited,EQ,25-Sep-12,28899,201.35
KKCL,Kewal Kiran Clothing Limited,EQ,13-Apr-06,13381,495.75
KMEW,Knowledge Marine & Engineering Works Limited,EQ,14-Nov-24,27084,3257.6
KMSUGAR,K.M.Sugar Mills Limited,EQ,31-May-07,14667,25.63
KNAGRI,KN Agri Resources Limited,EQ,09-Dec-25,760923,203.25
KNRCON,KNR Constructions Limited,EQ,18-Feb-08,15283,151.91
KOHINOOR,Kohinoor Foods Limited,EQ,20-Oct-99,3009,27.67
KOKUYOCMLN,Kokuyo Camlin Limited,EQ,28-Jul-08,16827,89.92
KOLTEPATIL,Kolte - Patil Developers Limited,EQ,13-Dec-07,15124,375.55
KOPRAN,Kopran Limited,EQ,09-Jun-99,1919,132.6
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,20-Dec-95,1922,2127.7
KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,13-Dec-04,11647,27.85
KOTHARIPET,Kothari Petrochemicals Limited,EQ,02-Nov-96,4594,122.21
KOTHARIPRO,Kothari Products Limited,EQ,03-Jun-98,5528,72.5
KPEL,K.P. Energy Limited,EQ,14-Nov-24,27079,345.6
KPIGREEN,KPI Green Energy Limited,EQ,27-Jul-21,5108,399.15
KPIL,Kalpataru Projects International Limited,EQ,15-Dec-00,1814,1172.9
KPITTECH,KPIT Technologies Limited,EQ,22-Apr-19,9683,1206.1
KPRMILL,K.P.R. Mill Limited,EQ,28-Aug-07,14912,977.6
KRBL,KRBL Limited,EQ,21-Jan-02,10577,392.8
KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,03-Jan-96,1937,66.08
KRIDHANINF,Kridhan Infra Limited,EQ,11-Dec-15,11480,3.84
KRISHANA,Krishana Phoschem Limited,EQ,22-Aug-19,12847,495.75
KRISHIVAL,Krishival Foods Limited,EQ,20-Jun-25,756782,458.75
KRITI,Kriti Industries (India) Limited,EQ,01-Nov-21,6417,73.94
KRITIKA,Kritika Wires Limited,EQ,04-May-22,9288,7.49
KRITINUT,Kriti Nutrients Limited,EQ,07-Oct-22,11432,68.57
KRN,KRN Heat Exchanger and Refrigeration Limited,EQ,03-Oct-24,25643,774.7
KRONOX,Kronox Lab Sciences Limited,EQ,10-Jun-24,24025,136.39
KROSS,Kross Limited,EQ,16-Sep-24,25252,162.32
KRSNAA,Krsnaa Diagnostics Limited,EQ,16-Aug-21,5359,736.8
KRYSTAL,Krystal Integrated Services Limited,EQ,21-Mar-24,23175,539
KSB,Ksb Limited,EQ,08-Feb-95,1949,741.05
KSCL,Kaveri Seed Company Limited,EQ,04-Oct-07,14972,966.5
KSHITIJPOL,Kshitij Polyline Limited,EQ,27-Jul-22,10407,2.23
KSL,Kalyani Steels Limited,EQ,19-May-10,18889,711.3
KSOLVES,Ksolves India Limited,EQ,23-Sep-22,11060,286.45
KTKBANK,The Karnataka Bank Limited,EQ,10-May-00,8054,206.51
KUANTUM,Kuantum Papers Limited,EQ,23-Oct-19,13870,88.89
LAGNAM,Lagnam Spintex Limited,EQ,30-Sep-21,5865,68.73
LAL,Lorenzini Apparels Limited,EQ,10-Apr-23,14924,9.18
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-Dec-15,11654,2914.5
LAMBODHARA,Lambodhara Textiles Limited,EQ,04-Feb-15,6407,124.76
LANDMARK,Landmark Cars Limited,EQ,23-Dec-22,13276,520.3
LAOPALA,La Opala RG Limited,EQ,16-Mar-07,14423,199.85
LASA,Lasa Supergenerics Limited,EQ,21-Sep-17,21713,9.23
LATENTVIEW,Latent View Analytics Limited,EQ,23-Nov-21,6818,502.1
LAURUSLABS,Laurus Labs Limited,EQ,19-Dec-16,19234,1021.4
LAXMICOT,Laxmi Cotspin Limited,EQ,12-Nov-21,6568,19.22
LAXMIDENTL,Laxmi Dental Limited,EQ,20-Jan-25,29171,267.05
LAXMIINDIA,Laxmi India Finance Limited,EQ,05-Aug-25,758863,130.75
LEMONTREE,Lemon Tree Hotels Limited,EQ,09-Apr-18,2606,164.9
LENSKART,Lenskart Solutions Limited,EQ,10-Nov-25,759605,408.45
LEXUS,Lexus Granito (India) Limited,EQ,13-Mar-23,14459,27.11
LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,15-Apr-15,7902,171.39
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-Mar-10,18321,1909.5
LGEINDIA,LG Electronics India Limited,EQ,14-Oct-25,760213,1600.4
LGHL,Laxmi Goldorna House Limited,EQ,10-Nov-23,19876,270.8
LIBAS,Libas Consumer Products Limited,EQ,23-Jul-19,11082,10.65
LIBERTSHOE,Liberty Shoes Limited,EQ,27-Sep-95,1994,280.9
LICHSGFIN,LIC Housing Finance Limited,EQ,29-Jul-98,1997,533.2
LICI,Life Insurance Corporation Of India,EQ,17-May-22,9480,860.95
LIKHITHA,Likhitha Infrastructure Limited,EQ,15-Oct-20,578,186.22
LINC,Linc Limited,EQ,09-Mar-15,6951,113.99
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-Dec-15,11596,487.6
LINDEINDIA,Linde India Limited,EQ,16-Jun-99,1627,5923
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ,18-Jul-16,17801,51.62
